dateTime,country,profile,age,gender,referral,pageviews,purchased,purchaseAmount
2014-08-14 12:41,United States,Parent,18-24,NA,Branded Search,12,0,0
2014-08-17 18:09,United States,Parent,25-34,NA,Branded Search,11,1,122.14
2014-08-22 20:44,United States,Parent,35-44,NA,Branded Search,11,1,70.78
2014-08-25 21:49,United States,Parent,45-54,NA,Branded Search,12,0,0
2014-08-25 22:31,United States,Parent,55-64,NA,Branded Search,5,0,0
2014-09-05 13:11,United States,Parent,18-24,NA,Branded Search,2,0,0
2014-09-06 17:08,United States,Parent,25-34,NA,Branded Search,11,0,0
2014-07-26 18:39,United States,Parent,25-34,NA,Direct,2,0,0
2014-07-28 20:22,Canada,Parent,35-44,NA,Direct,9,0,0
2014-07-29 09:32,United States,Parent,45-54,NA,Direct,5,0,0
2014-07-29 11:01,United States,Parent,55-64,NA,Direct,4,0,0
2014-07-29 11:43,Costa Rica,Parent,18-24,NA,Direct,1,0,0
2014-07-29 12:29,United States,Parent,25-34,NA,Direct,1,0,0
2014-07-29 13:33,United States,Parent,35-44,NA,Direct,3,0,0
2014-07-29 14:13,United States,Parent,45-54,NA,Direct,6,0,0
2014-07-29 14:14,United States,Parent,55-64,NA,Direct,2,0,0
2014-07-29 15:00,United States,Parent,18-24,NA,Direct,1,0,0
2014-07-29 18:36,United States,Parent,25-34,NA,Direct,2,0,0
2014-07-29 19:14,United States,Parent,35-44,NA,Direct,1,0,0
2014-07-29 21:34,United States,Parent,45-54,NA,Direct,12,0,0
2014-07-29 22:36,United States,Parent,55-64,NA,Direct,3,0,0
2014-07-29 23:28,United States,Parent,18-24,NA,Direct,11,0,0
2014-07-30 00:35,United States,Parent,25-34,NA,Direct,12,0,0
2014-07-30 09:30,United States,Parent,35-44,NA,Direct,10,0,0
2014-07-30 09:40,United States,Parent,45-54,NA,Direct,11,0,0
2014-07-30 09:44,United States,Parent,55-64,NA,Direct,10,1,125.7
2014-07-30 10:55,United States,Parent,18-24,NA,Direct,11,0,0
2014-07-30 21:47,United States,Parent,25-34,NA,Direct,12,0,0
2014-07-31 15:05,United States,Parent,35-44,NA,Direct,10,0,0
2014-07-31 23:43,United States,Parent,45-54,NA,Direct,10,0,0
2014-08-01 14:44,United States,Parent,55-64,NA,Direct,4,0,0
2014-08-01 21:56,United States,Parent,18-24,NA,Direct,2,0,0
2014-08-02 17:09,United States,Parent,25-34,NA,Direct,2,0,0
2014-08-02 17:09,United States,Parent,35-44,NA,Direct,1,0,0
2014-08-03 00:02,United States,Parent,45-54,NA,Direct,9,0,0
2014-08-04 08:48,United States,Parent,55-64,NA,Direct,11,0,0
2014-08-04 10:47,United States,Parent,18-24,NA,Direct,12,0,0
2014-08-04 13:19,United States,Parent,25-34,NA,Direct,12,0,0
2014-08-04 16:01,United States,Parent,35-44,NA,Direct,5,0,0
2014-08-05 09:12,United States,Parent,45-54,NA,Direct,4,0,0
2014-08-05 19:50,United States,Parent,55-64,NA,Direct,12,0,0
2014-08-06 16:18,United States,Parent,18-24,NA,Direct,10,0,0
2014-08-08 18:48,Malaysia,Parent,25-34,NA,Direct,11,0,0
2014-08-08 21:58,United States,Parent,35-44,NA,Direct,10,0,0
2014-08-12 22:49,United States,Parent,55-64,NA,Direct,4,0,0
2014-08-13 09:11,United States,Parent,18-24,NA,Direct,2,0,0
2014-08-13 09:50,United States,Parent,25-34,NA,Direct,12,0,0
2014-08-13 10:59,United States,Parent,35-44,NA,Direct,10,0,0
2014-08-13 11:00,United States,Parent,45-54,NA,Direct,10,0,0
2014-08-13 14:29,United States,Parent,55-64,NA,Direct,4,0,0
2014-08-13 17:19,United States,Parent,18-24,NA,Direct,2,0,0
2014-08-13 17:41,Mexico,Parent,25-34,NA,Direct,3,0,0
2014-08-13 19:06,United States,Parent,35-44,NA,Direct,9,0,0
2014-08-13 21:15,United States,Parent,45-54,NA,Direct,12,0,0
2014-08-14 01:56,United States,Parent,55-64,NA,Direct,11,0,0
2014-08-14 06:21,United States,Parent,18-24,NA,Direct,11,0,0
2014-08-14 12:18,United Kingdom,Parent,25-34,NA,Direct,5,0,0
2014-08-14 22:25,United States,Parent,35-44,NA,Direct,4,0,0
2014-08-15 19:15,United States,Parent,45-54,NA,Direct,10,0,0
2014-08-15 21:59,United States,Parent,55-64,NA,Direct,2,0,0
2014-08-16 10:24,India,Parent,18-24,NA,Direct,4,0,0
2014-08-16 16:59,Nigeria,Parent,25-34,NA,Direct,10,1,84.1
2014-08-18 16:17,United States,Parent,35-44,NA,Direct,12,0,0
2014-08-18 21:44,United States,Parent,45-54,NA,Direct,3,0,0
2014-08-18 23:38,Puerto Rico,Parent,55-64,NA,Direct,4,0,0
2014-08-19 00:25,Australia,Parent,18-24,NA,Direct,12,0,0
2014-08-19 08:18,United States,Parent,25-34,NA,Direct,7,0,0
2014-08-19 10:17,United States,Parent,35-44,NA,Direct,6,0,0
2014-08-20 01:38,United States,Parent,45-54,NA,Direct,11,0,0
2014-08-20 01:47,United States,Parent,55-64,NA,Direct,6,0,0
2014-08-21 14:35,United States,Parent,18-24,NA,Direct,10,0,0
2014-08-21 18:07,United States,Parent,25-34,NA,Direct,5,0,0
2014-08-22 14:35,United States,Parent,35-44,NA,Direct,5,0,0
2014-08-22 14:37,United States,Parent,45-54,NA,Direct,6,0,0
2014-08-23 23:39,United States,Parent,55-64,NA,Direct,5,0,0
2014-08-24 19:19,United States,Parent,18-24,NA,Direct,11,1,148.96
2014-08-24 21:55,United States,Parent,25-34,NA,Direct,1,0,0
2014-08-25 14:40,United States,Parent,35-44,NA,Direct,11,0,0
2014-08-25 16:40,United States,Parent,45-54,NA,Direct,7,0,0
2014-08-25 16:41,Canada,Parent,55-64,NA,Direct,11,0,0
2014-08-25 16:49,United States,Parent,18-24,NA,Direct,8,0,0
2014-08-25 16:59,United States,Parent,25-34,NA,Direct,12,0,0
2014-08-26 11:28,United States,Parent,35-44,NA,Direct,8,0,0
2014-08-26 14:53,United States,Parent,45-54,NA,Direct,12,1,124.89
2014-08-27 02:15,United States,Parent,55-64,NA,Direct,11,0,0
2014-08-27 09:16,United States,Parent,18-24,NA,Direct,11,0,0
2014-08-28 00:28,United States,Parent,25-34,NA,Direct,10,1,145.98
2014-08-28 10:39,United States,Parent,35-44,NA,Direct,4,0,0
2014-08-28 15:27,United States,Parent,45-54,NA,Direct,4,0,0
2014-08-29 15:22,United States,Parent,55-64,NA,Direct,7,0,0
2014-08-30 10:39,United States,Parent,18-24,NA,Direct,11,0,0
2014-08-31 16:48,United States,Parent,25-34,NA,Direct,12,1,117.38
2014-08-31 22:33,United States,Parent,35-44,NA,Direct,4,0,0
2014-09-01 17:23,United States,Parent,45-54,NA,Direct,6,0,0
2014-09-01 19:18,United States,Parent,55-64,NA,Direct,11,0,0
2014-09-02 09:44,United States,Parent,18-24,NA,Direct,10,0,0
2014-09-02 13:56,United States,Parent,25-34,NA,Direct,6,0,0
2014-09-02 16:46,United States,Parent,35-44,NA,Direct,4,0,0
2014-09-02 17:22,United States,Parent,45-54,NA,Direct,12,1,97.65
2014-09-02 20:22,United States,Parent,55-64,NA,Direct,4,0,0
2014-09-03 00:14,Philippines,Parent,18-24,NA,Direct,10,0,0
2014-09-03 01:38,Canada,Parent,25-34,NA,Direct,1,0,0
2014-09-03 20:02,United States,Parent,35-44,NA,Direct,4,0,0
2014-09-04 08:15,United States,Parent,45-54,NA,Direct,3,0,0
2014-09-04 10:08,United States,Parent,55-64,NA,Direct,11,0,0
2014-09-04 11:41,United States,Parent,18-24,NA,Direct,12,0,0
2014-09-04 19:13,United States,Parent,25-34,NA,Direct,6,0,0
2014-09-04 23:55,United States,Parent,35-44,NA,Direct,8,0,0
2014-09-05 14:30,United States,Parent,45-54,NA,Direct,3,0,0
2014-09-07 21:57,United States,Parent,55-64,NA,Direct,10,0,0
2014-09-07 22:49,United States,Parent,18-24,NA,Direct,7,0,0
2014-09-07 23:45,United States,Parent,25-34,NA,Direct,11,1,130.34
2014-09-08 13:45,United States,Parent,35-44,NA,Direct,6,0,0
2014-09-08 14:49,United States,Parent,45-54,NA,Direct,10,1,101.52
2014-09-08 17:29,United States,Parent,55-64,NA,Direct,10,0,0
2014-09-08 21:22,United States,Parent,18-24,NA,Direct,12,0,0
2014-09-08 22:40,United States,Parent,25-34,NA,Direct,4,0,0
2014-09-09 12:51,United States,Parent,35-44,NA,Direct,4,0,0
2014-09-09 16:39,United States,Parent,45-54,NA,Direct,2,0,0
2014-09-09 23:24,United States,Parent,55-64,NA,Direct,11,0,0
2014-09-10 03:59,Botswana,Parent,18-24,NA,Direct,9,0,0
2014-09-10 10:10,United States,Parent,25-34,NA,Direct,6,0,0
2014-09-10 10:40,United States,Parent,35-44,NA,Direct,6,0,0
2014-09-10 14:09,United States,Parent,45-54,NA,Direct,11,0,0
2014-09-10 21:12,United States,Parent,55-64,NA,Direct,12,0,0
2014-09-10 23:23,United States,Parent,18-24,NA,Direct,10,0,0
2014-09-11 07:56,United States,Parent,25-34,NA,Direct,4,0,0
2014-09-11 08:24,United States,Parent,35-44,NA,Direct,6,0,0
2014-09-11 11:18,United States,Parent,45-54,NA,Direct,4,0,0
2014-08-07 13:26,United States,Parent,35-44,NA,Email,2,0,0
2014-09-10 18:57,United States,Parent,45-54,NA,Email,12,0,0
2014-09-11 10:34,Canada,Parent,55-64,NA,Email,10,0,0
2014-09-10 18:15,Costa Rica,Parent,45-54,NA,Paid Search,3,0,0
2014-07-28 13:57,Israel,Parent,45-54,NA,Referred,11,0,0
2014-07-28 15:34,United States,Parent,55-64,NA,Referred,8,1,105.87
2014-07-29 16:59,United States,Parent,18-24,NA,Referred,1,0,0
2014-07-30 21:03,United States,Parent,25-34,NA,Referred,4,0,0
2014-08-02 23:58,United States,Parent,35-44,NA,Referred,4,0,0
2014-08-03 15:37,United States,Parent,45-54,NA,Referred,10,0,0
2014-08-04 16:25,Namibia,Parent,55-64,NA,Referred,1,0,0
2014-08-06 21:57,United States,Parent,18-24,NA,Referred,12,0,0
2014-08-07 15:37,United Kingdom,Parent,25-34,NA,Referred,6,0,0
2014-08-08 13:25,United States,Parent,35-44,NA,Referred,2,0,0
2014-08-09 13:16,United States,Parent,45-54,NA,Referred,10,0,0
2014-08-09 16:25,United States,Parent,55-64,NA,Referred,9,0,0
2014-08-10 12:28,United Kingdom,Parent,18-24,NA,Referred,5,0,0
2014-08-11 08:28,Australia,Parent,25-34,NA,Referred,12,0,0
2014-08-11 13:42,United States,Parent,35-44,NA,Referred,11,0,0
2014-08-14 16:36,United States,Parent,45-54,NA,Referred,12,0,0
2014-08-15 20:15,United States,Parent,55-64,NA,Referred,1,0,0
2014-08-16 22:05,United States,Parent,18-24,NA,Referred,11,1,86.05
2014-08-17 02:34,Australia,Parent,25-34,NA,Referred,10,1,103.36
2014-08-18 23:42,Australia,Parent,35-44,NA,Referred,5,0,0
2014-08-19 21:45,United States,Parent,45-54,NA,Referred,10,0,0
2014-08-20 16:10,United States,Parent,55-64,NA,Referred,12,0,0
2014-08-21 21:13,United States,Parent,18-24,NA,Referred,3,0,0
2014-08-22 03:34,India,Parent,25-34,NA,Referred,12,1,82.7
2014-08-23 15:33,United States,Parent,35-44,NA,Referred,6,0,0
2014-08-23 23:21,Canada,Parent,45-54,NA,Referred,8,0,0
2014-08-25 16:44,United States,Parent,55-64,NA,Referred,2,0,0
2014-08-29 10:28,United States,Parent,18-24,NA,Referred,12,0,0
2014-08-30 13:57,India,Parent,25-34,NA,Referred,10,0,0
2014-08-30 22:25,United States,Parent,35-44,NA,Referred,5,0,0
2014-09-01 23:51,United States,Parent,45-54,NA,Referred,12,0,0
2014-09-03 13:30,United States,Parent,55-64,NA,Referred,10,0,0
2014-09-08 15:57,United States,Parent,18-24,NA,Referred,7,0,0
2014-09-08 23:27,United States,Parent,25-34,NA,Referred,10,0,0
2014-09-09 10:34,United States,Parent,35-44,NA,Referred,4,0,0
2014-09-09 18:33,United States,Parent,45-54,NA,Referred,3,0,0
2014-09-10 02:53,Norway,Parent,55-64,NA,Referred,11,0,0
2014-09-11 10:28,United States,Parent,18-24,NA,Referred,4,0,0
2014-07-27 19:02,United States,Parent,45-54,NA,Self Referred,4,0,0
2014-07-29 13:39,United States,Parent,55-64,NA,Self Referred,6,0,0
2014-07-29 16:03,United States,Parent,18-24,NA,Self Referred,2,0,0
2014-08-01 16:24,South Africa,Parent,25-34,NA,Self Referred,4,0,0
2014-08-02 22:08,United States,Parent,35-44,NA,Self Referred,10,1,64.26
2014-08-04 09:30,United States,Parent,45-54,NA,Self Referred,4,0,0
2014-08-13 17:16,United States,Parent,55-64,NA,Self Referred,11,0,0
2014-08-13 19:25,United States,Parent,18-24,NA,Self Referred,6,0,0
2014-08-16 19:55,United States,Parent,25-34,NA,Self Referred,7,0,0
2014-08-18 00:14,United States,Parent,35-44,NA,Self Referred,10,0,0
2014-08-19 16:51,United States,Parent,45-54,NA,Self Referred,3,0,0
2014-08-21 13:53,United States,Parent,55-64,NA,Self Referred,10,0,0
2014-08-25 15:07,United States,Parent,18-24,NA,Self Referred,3,0,0
2014-08-25 16:03,United States,Parent,25-34,NA,Self Referred,11,0,0
2014-08-29 17:35,Canada,Parent,35-44,NA,Self Referred,11,0,0
2014-08-29 18:01,United States,Parent,45-54,NA,Self Referred,2,0,0
2014-08-30 21:20,United States,Parent,55-64,NA,Self Referred,10,0,0
2014-09-01 11:58,United States,Parent,18-24,NA,Self Referred,4,0,0
2014-09-05 19:50,United States,Parent,25-34,NA,Self Referred,6,0,0
2014-07-28 21:09,United States,Parent,35-44,NA,Social,12,0,0
2014-07-30 07:53,United States,Parent,45-54,NA,Social,1,0,0
2014-07-31 13:23,United States,Parent,55-64,NA,Social,5,1,109.51
2014-08-01 16:14,United States,Parent,18-24,NA,Social,10,0,0
2014-08-05 11:23,Canada,Parent,25-34,NA,Social,3,0,0
2014-08-05 12:42,Canada,Parent,35-44,NA,Social,12,0,0
2014-08-06 10:42,United States,Parent,45-54,NA,Social,6,0,0
2014-08-07 22:46,United States,Parent,55-64,NA,Social,2,0,0
2014-08-08 00:06,Canada,Parent,18-24,NA,Social,1,0,0
2014-08-08 11:55,United States,Parent,25-34,NA,Social,4,0,0
2014-08-10 09:45,United States,Parent,35-44,NA,Social,12,0,0
2014-08-12 14:41,United States,Parent,45-54,NA,Social,4,0,0
2014-08-13 00:48,United States,Parent,55-64,NA,Social,10,0,0
2014-08-13 18:32,United States,Parent,18-24,NA,Social,11,0,0
2014-08-15 11:59,United States,Parent,25-34,NA,Social,3,0,0
2014-08-15 16:14,United States,Parent,35-44,NA,Social,3,0,0
2014-08-17 14:34,United States,Parent,45-54,NA,Social,12,0,0
2014-08-19 20:01,United States,Parent,55-64,NA,Social,8,0,0
2014-08-20 13:00,United States,Parent,18-24,NA,Social,7,0,0
2014-08-21 15:17,United States,Parent,25-34,NA,Social,3,0,0
2014-08-21 23:07,Canada,Parent,35-44,NA,Social,4,0,0
2014-08-23 11:14,Canada,Parent,45-54,NA,Social,8,0,0
2014-08-24 23:20,United States,Parent,55-64,NA,Social,8,0,0
2014-08-26 09:30,United States,Parent,18-24,NA,Social,4,0,0
2014-08-26 12:24,United States,Parent,25-34,NA,Social,3,0,0
2014-08-27 10:34,United States,Parent,35-44,NA,Social,3,0,0
2014-08-28 03:44,Canada,Parent,45-54,NA,Social,3,0,0
2014-08-29 14:34,United States,Parent,55-64,NA,Social,12,0,0
2014-09-01 08:41,United States,Parent,18-24,NA,Social,4,0,0
2014-09-05 00:19,United States,Parent,25-34,NA,Social,4,0,0
2014-09-05 21:14,United States,Parent,35-44,NA,Social,4,0,0
2014-09-06 01:02,United States,Parent,45-54,NA,Social,10,0,0
2014-09-06 23:48,United States,Parent,55-64,NA,Social,12,0,0
2014-09-07 21:53,United States,Parent,18-24,NA,Social,8,0,0
2014-09-10 22:33,United States,Parent,25-34,NA,Social,6,0,0
2014-07-26 15:47,India,Parent,25-34,NA,Unbranded Search,7,0,0
2014-07-27 15:07,United States,Parent,35-44,NA,Unbranded Search,9,0,0
2014-07-27 15:34,United States,Parent,45-54,NA,Unbranded Search,10,0,0
2014-07-27 22:05,United States,Parent,55-64,NA,Unbranded Search,10,0,0
2014-07-28 14:40,United States,Parent,18-24,NA,Unbranded Search,6,0,0
2014-07-28 19:58,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-07-28 20:18,United States,Parent,35-44,NA,Unbranded Search,4,0,0
2014-07-28 22:35,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-07-29 08:38,United States,Parent,55-64,NA,Unbranded Search,1,0,0
2014-07-29 11:52,United States,Parent,18-24,NA,Unbranded Search,10,0,0
2014-07-29 12:32,Canada,Parent,25-34,NA,Unbranded Search,11,0,0
2014-07-29 12:41,Israel,Parent,35-44,NA,Unbranded Search,3,0,0
2014-07-29 15:54,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-07-29 18:36,United States,Parent,55-64,NA,Unbranded Search,12,0,0
2014-07-29 21:57,United States,Parent,18-24,NA,Unbranded Search,4,0,0
2014-07-30 09:13,Australia,Parent,25-34,NA,Unbranded Search,3,0,0
2014-07-30 12:44,United States,Parent,35-44,NA,Unbranded Search,5,0,0
2014-07-30 14:22,United States,Parent,45-54,NA,Unbranded Search,11,0,0
2014-07-30 14:30,United States,Parent,55-64,NA,Unbranded Search,11,0,0
2014-07-30 18:44,United States,Parent,18-24,NA,Unbranded Search,7,0,0
2014-07-30 23:04,Canada,Parent,25-34,NA,Unbranded Search,9,0,0
2014-07-31 08:01,United States,Parent,35-44,NA,Unbranded Search,11,0,0
2014-07-31 13:56,United States,Parent,45-54,NA,Unbranded Search,6,0,0
2014-07-31 20:17,United States,Parent,55-64,NA,Unbranded Search,12,0,0
2014-07-31 23:10,United States,Parent,18-24,NA,Unbranded Search,6,1,91.8
2014-08-01 12:05,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-01 12:06,United States,Parent,35-44,NA,Unbranded Search,5,1,78.47
2014-08-02 19:55,United States,Parent,45-54,NA,Unbranded Search,11,1,74.21
2014-08-03 04:28,Netherlands,Parent,55-64,NA,Unbranded Search,3,0,0
2014-08-03 14:47,United States,Parent,18-24,NA,Unbranded Search,12,0,0
2014-08-04 01:02,United States,Parent,25-34,NA,Unbranded Search,12,0,0
2014-08-04 11:13,United Kingdom,Parent,35-44,NA,Unbranded Search,12,0,0
2014-08-04 11:25,United Kingdom,Parent,45-54,NA,Unbranded Search,12,0,0
2014-08-04 12:08,United States,Parent,55-64,NA,Unbranded Search,4,0,0
2014-08-04 14:02,United States,Parent,18-24,NA,Unbranded Search,6,0,0
2014-08-04 14:32,United States,Parent,25-34,NA,Unbranded Search,7,0,0
2014-08-04 19:09,Canada,Parent,35-44,NA,Unbranded Search,2,0,0
2014-08-04 20:33,Canada,Parent,45-54,NA,Unbranded Search,6,0,0
2014-08-04 23:25,United States,Parent,55-64,NA,Unbranded Search,10,0,0
2014-08-05 01:44,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-08-05 08:03,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-05 10:27,United States,Parent,35-44,NA,Unbranded Search,1,0,0
2014-08-05 12:45,United States,Parent,45-54,NA,Unbranded Search,4,0,0
2014-08-05 13:39,United States,Parent,55-64,NA,Unbranded Search,10,1,108.12
2014-08-05 16:05,United States,Parent,18-24,NA,Unbranded Search,8,0,0
2014-08-06 09:39,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-06 13:12,United States,Parent,35-44,NA,Unbranded Search,5,0,0
2014-08-06 14:25,United States,Parent,45-54,NA,Unbranded Search,12,1,122.72
2014-08-06 15:03,Canada,Parent,55-64,NA,Unbranded Search,12,1,132.32
2014-08-06 15:52,United States,Parent,18-24,NA,Unbranded Search,5,0,0
2014-08-06 18:58,United States,Parent,25-34,NA,Unbranded Search,12,0,0
2014-08-06 22:00,United States,Parent,35-44,NA,Unbranded Search,11,0,0
2014-08-06 22:18,United States,Parent,45-54,NA,Unbranded Search,8,0,0
2014-08-07 01:35,Australia,Parent,55-64,NA,Unbranded Search,7,0,0
2014-08-07 16:12,United States,Parent,18-24,NA,Unbranded Search,4,0,0
2014-08-07 17:43,United States,Parent,25-34,NA,Unbranded Search,4,0,0
2014-08-08 19:04,United States,Parent,35-44,NA,Unbranded Search,1,0,0
2014-08-08 23:37,India,Parent,45-54,NA,Unbranded Search,7,0,0
2014-08-09 10:17,United States,Parent,55-64,NA,Unbranded Search,9,0,0
2014-08-09 19:16,United States,Parent,18-24,NA,Unbranded Search,7,0,0
2014-08-10 15:43,United States,Parent,25-34,NA,Unbranded Search,12,0,0
2014-08-10 21:36,United States,Parent,35-44,NA,Unbranded Search,10,0,0
2014-08-10 21:50,Canada,Parent,45-54,NA,Unbranded Search,11,0,0
2014-08-10 23:22,United States,Parent,55-64,NA,Unbranded Search,2,0,0
2014-08-11 00:31,United States,Parent,18-24,NA,Unbranded Search,11,1,91.92
2014-08-11 01:11,Australia,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-11 12:53,United States,Parent,35-44,NA,Unbranded Search,12,1,125.78
2014-08-11 14:13,United States,Parent,45-54,NA,Unbranded Search,6,0,0
2014-08-11 16:52,United States,Parent,55-64,NA,Unbranded Search,12,1,118.58
2014-08-11 17:18,United States,Parent,18-24,NA,Unbranded Search,10,0,0
2014-08-11 23:48,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-12 01:14,United States,Parent,35-44,NA,Unbranded Search,12,1,139.27
2014-08-12 01:46,Australia,Parent,45-54,NA,Unbranded Search,9,0,0
2014-08-12 10:41,United States,Parent,55-64,NA,Unbranded Search,5,0,0
2014-08-12 11:17,United States,Parent,18-24,NA,Unbranded Search,6,0,0
2014-08-12 20:58,United States,Parent,25-34,NA,Unbranded Search,12,0,0
2014-08-13 02:26,United States,Parent,35-44,NA,Unbranded Search,12,0,0
2014-08-13 08:06,United States,Parent,45-54,NA,Unbranded Search,11,0,0
2014-08-13 13:13,United States,Parent,55-64,NA,Unbranded Search,10,0,0
2014-08-13 13:48,United States,Parent,18-24,NA,Unbranded Search,10,0,0
2014-08-13 14:09,United States,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-13 14:55,United States,Parent,35-44,NA,Unbranded Search,5,0,0
2014-08-13 15:22,United States,Parent,45-54,NA,Unbranded Search,7,0,0
2014-08-14 07:35,Australia,Parent,55-64,NA,Unbranded Search,7,0,0
2014-08-14 07:55,United States,Parent,18-24,NA,Unbranded Search,3,0,0
2014-08-14 17:20,India,Parent,25-34,NA,Unbranded Search,3,0,0
2014-08-15 10:39,United States,Parent,35-44,NA,Unbranded Search,3,0,0
2014-08-15 12:41,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-08-15 12:45,United States,Parent,55-64,NA,Unbranded Search,11,0,0
2014-08-15 20:50,United States,Parent,18-24,NA,Unbranded Search,8,0,0
2014-08-16 02:37,United States,Parent,25-34,NA,Unbranded Search,4,0,0
2014-08-16 17:29,United States,Parent,35-44,NA,Unbranded Search,7,0,0
2014-08-16 23:48,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-08-17 07:33,Ireland,Parent,55-64,NA,Unbranded Search,3,0,0
2014-08-17 08:40,United Kingdom,Parent,18-24,NA,Unbranded Search,1,0,0
2014-08-17 11:16,United States,Parent,25-34,NA,Unbranded Search,9,0,0
2014-08-17 21:39,United States,Parent,35-44,NA,Unbranded Search,8,0,0
2014-08-18 00:33,Australia,Parent,45-54,NA,Unbranded Search,10,0,0
2014-08-18 07:54,Australia,Parent,55-64,NA,Unbranded Search,9,1,98.89
2014-08-18 12:05,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-08-18 13:22,United States,Parent,25-34,NA,Unbranded Search,11,0,0
2014-08-18 17:47,United States,Parent,35-44,NA,Unbranded Search,7,0,0
2014-08-18 21:40,United States,Parent,45-54,NA,Unbranded Search,1,0,0
2014-08-19 07:37,Australia,Parent,55-64,NA,Unbranded Search,2,0,0
2014-08-19 10:19,Australia,Parent,18-24,NA,Unbranded Search,10,0,0
2014-08-19 11:38,United States,Parent,25-34,NA,Unbranded Search,3,0,0
2014-08-19 15:20,United States,Parent,35-44,NA,Unbranded Search,2,0,0
2014-08-19 16:33,United States,Parent,45-54,NA,Unbranded Search,12,0,0
2014-08-19 20:27,United States,Parent,55-64,NA,Unbranded Search,5,0,0
2014-08-20 07:01,India,Parent,18-24,NA,Unbranded Search,3,0,0
2014-08-20 11:23,Canada,Parent,25-34,NA,Unbranded Search,3,0,0
2014-08-20 15:31,United States,Parent,35-44,NA,Unbranded Search,11,0,0
2014-08-20 18:15,United States,Parent,45-54,NA,Unbranded Search,10,0,0
2014-08-21 01:23,United States,Parent,55-64,NA,Unbranded Search,7,0,0
2014-08-21 09:45,United States,Parent,18-24,NA,Unbranded Search,6,0,0
2014-08-21 10:26,United States,Parent,25-34,NA,Unbranded Search,2,0,0
2014-08-21 13:29,United States,Parent,35-44,NA,Unbranded Search,7,0,0
2014-08-21 15:11,United States,Parent,45-54,NA,Unbranded Search,10,0,0
2014-08-21 19:37,United States,Parent,55-64,NA,Unbranded Search,12,0,0
2014-08-21 22:39,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-08-22 00:07,United States,Parent,25-34,NA,Unbranded Search,12,0,0
2014-08-22 06:01,United Kingdom,Parent,35-44,NA,Unbranded Search,2,0,0
2014-08-22 08:32,United States,Parent,45-54,NA,Unbranded Search,4,0,0
2014-08-22 09:39,United States,Parent,55-64,NA,Unbranded Search,9,0,0
2014-08-22 10:04,United States,Parent,18-24,NA,Unbranded Search,1,0,0
2014-08-22 10:24,United States,Parent,25-34,NA,Unbranded Search,11,0,0
2014-08-22 20:49,United States,Parent,35-44,NA,Unbranded Search,12,0,0
2014-08-22 21:50,United States,Parent,45-54,NA,Unbranded Search,10,0,0
2014-08-23 08:02,Japan,Parent,55-64,NA,Unbranded Search,1,0,0
2014-08-23 09:55,United States,Parent,18-24,NA,Unbranded Search,1,0,0
2014-08-23 17:09,United States,Parent,25-34,NA,Unbranded Search,4,0,0
2014-08-23 20:24,United States,Parent,35-44,NA,Unbranded Search,12,0,0
2014-08-24 10:54,United States,Parent,45-54,NA,Unbranded Search,2,0,0
2014-08-24 12:36,United States,Parent,55-64,NA,Unbranded Search,11,0,0
2014-08-24 19:58,United States,Parent,18-24,NA,Unbranded Search,12,0,0
2014-08-24 23:53,United States,Parent,25-34,NA,Unbranded Search,12,0,0
2014-08-25 02:59,Australia,Parent,35-44,NA,Unbranded Search,9,0,0
2014-08-25 05:55,United Kingdom,Parent,45-54,NA,Unbranded Search,4,0,0
2014-08-25 09:48,United States,Parent,55-64,NA,Unbranded Search,2,0,0
2014-08-25 11:52,United States,Parent,18-24,NA,Unbranded Search,11,0,0
2014-08-25 15:34,Germany,Parent,25-34,NA,Unbranded Search,10,0,0
2014-08-25 20:10,United States,Parent,35-44,NA,Unbranded Search,2,0,0
2014-08-25 21:01,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-08-26 00:36,United States,Parent,55-64,NA,Unbranded Search,4,0,0
2014-08-26 03:12,United States,Parent,18-24,NA,Unbranded Search,2,0,0
2014-08-26 12:11,South Africa,Parent,25-34,NA,Unbranded Search,2,0,0
2014-08-26 12:57,United States,Parent,35-44,NA,Unbranded Search,11,0,0
2014-08-26 19:30,United States,Parent,45-54,NA,Unbranded Search,3,0,0
2014-08-26 20:32,United States,Parent,55-64,NA,Unbranded Search,1,0,0
2014-08-26 22:09,United States,Parent,18-24,NA,Unbranded Search,8,0,0
2014-08-27 08:04,United States,Parent,25-34,NA,Unbranded Search,8,0,0
